id,title,keywords,rating,solved
477D,Dreamoon and Binary,"dp, strings",2700,486
476E ,Dreamoon and Strings,"dp, strings",2200,1729
476D,Dreamoon and Sets,"constructive algorithms, greedy, math",1900,4218
476C,Dreamoon and Sums,math,1600,5329
476B,Dreamoon and WiFi,"bitmasks, brute force, combinatorics, dp, math, probabilities",1300,27588
476A,Dreamoon and Stairs,"implementation, math",1000,38840
475F,Meta-universe,data structures,2900,218
475E ,Strongly Connected City 2,dfs and similar,2700,385
475D,CGCDSSQ,"brute force, data structures, math",2000,4191
475C,Kamal-ol-molk's Painting,"brute force, constructive algorithms, greedy",2100,764
475B,Strongly Connected City,"brute force, dfs and similar, graphs, implementation",1400,8038
475A,Bayan Bus,implementation,1100,4647
474F,Ant colony,"data structures, math, number theory",2100,7143
474E ,Pillars,"binary search, data structures, dp, sortings, trees",2000,2924
474D,Flowers,dp,1700,22729
474C,Captain Marmot,"brute force, geometry",2000,3018
474B,Worms,"binary search, implementation",1200,41366
474A,Keyboard,implementation,900,40198
472G,Design Tutorial: Increase the Constraints,"bitmasks, data structures, fft",2800,372
472F,Design Tutorial: Change the Goal,"constructive algorithms, math, matrices",2700,245
472E ,Design Tutorial: Learn from a Game,"constructive algorithms, implementation",2800,126
472D,Design Tutorial: Inverse the Problem,"dfs and similar, dsu, shortest paths, trees",1900,4733
472C,Design Tutorial: Make It Nondeterministic,greedy,1400,6287
472B,Design Tutorial: Learn from Life,,1300,7195
472A,Design Tutorial: Learn from Math,"math, number theory",800,54099
471E ,MUH and Lots and Lots of Segments,"data structures, dsu",2700,79
471D,MUH and Cube Walls,"string suffix structures, strings",1800,6975
471C,MUH and House of Cards,"binary search, brute force, greedy, math",1700,3512
471B,MUH and Important Things,"implementation, sortings",1300,5841
471A,MUH and Sticks,implementation,1100,13095
470H,Array Sorting,*special problem,2300,180
470G,Hamming Distance,*special problem,2300,89
470F,Pairwise Sums,*special problem,2300,95
470E ,Chessboard,*special problem,1900,190
470D,Caesar Cipher,*special problem,1900,144
470C,Eval,*special problem,1900,168
470B,Hexakosioihexekontahexaphobia,*special problem,1800,250
470A,Crystal Ball Sequence,"*special problem, implementation",1400,656
469B,Chat Online,implementation,1300,12010
469A,I Wanna Be the Guy,"greedy, implementation",800,85719
468E ,Permanent,"dp, graph matchings, math, meet-in-the-middle",3100,298
468D,Tree,graph matchings,3100,343
468C,Hack it!,"binary search, constructive algorithms, math",2500,2154
468B,Two Sets,"2-sat, dfs and similar, dsu, graph matchings, greedy",2000,3603
468A,24 Game,"constructive algorithms, greedy, math",1500,7580
467E ,Alex and Complicated Task,"data structures, dp, greedy",2300,739
467D,Fedor and Essay,"dfs and similar, dp, graphs, hashing, strings",2400,1701
467C,George and Job,"dp, implementation",1700,13597
467B,Fedor and New Game,"bitmasks, brute force, constructive algorithms, implementation",1100,34141
467A,George and Accommodation,implementation,800,106283
466E ,Information Graph,"dfs and similar, dsu, graphs, trees",2100,1986
466D,Increase Sequence,"combinatorics, dp",2100,2749
466C,Number of Ways,"binary search, brute force, data structures, dp, two pointers",1700,33169
466B,Wonder Room,"brute force, math",2000,4499
466A,Cheap Travel,implementation,1200,56040
465B,Inbox (100500),implementation,1000,9965
465A,inc ARG,implementation,900,9554
464E ,The Classic Problem,"data structures, graphs, shortest paths",3000,1110
464D,World of Darkraft - 2,"dp, probabilities",2700,635
464C,Substitutes in Number,dp,2100,1639
464B,Restore Cube,"brute force, geometry",2000,1648
464A,No to Palindromes!,"greedy, strings",1700,5739
463E ,Caisa and Tree,"brute force, dfs and similar, math, number theory, trees",2100,1352
463D,Gargari and Permutations,"dfs and similar, dp, graphs, implementation",1900,5678
463C,Gargari and Bishops,"greedy, hashing, implementation",1900,8206
463B,Caisa and Pylons,"brute force, implementation, math",1100,24544
463A,Caisa and Sugar,"brute force, implementation",1200,8813
462B,Appleman and Card Game,greedy,1300,13481
462A,Appleman and Easy Task,"brute force, implementation",1000,16083
461E ,Appleman and a Game,"binary search, shortest paths, strings",3000,332
461D,Appleman and Complicated Task,"dsu, math",2800,349
461C,Appleman and a Sheet of Paper,"data structures, implementation",2200,1301
461B,Appleman and Tree,"dfs and similar, dp, trees",2000,5129
461A,Appleman and Toastman,"greedy, sortings",1200,14816
460E ,Roland and Rose,"brute force, geometry, math, sortings",2700,332
460D,Little Victor and Set,"brute force, constructive algorithms, math",2300,957
460C,Present,"binary search, data structures, greedy",1700,5899
460B,Little Dima and Equation,"brute force, implementation, math, number theory",1500,11676
460A,Vasya and Socks,"brute force, implementation, math",900,42424
459E ,Pashmak and Graph,"dp, sortings",1900,5146
459D,Pashmak and Parmida's problem,"data structures, divide and conquer, sortings",1800,9034
459C,Pashmak and Buses,"combinatorics, constructive algorithms, math",1900,5985
459B,Pashmak and Flowers,"combinatorics, implementation, sortings",1300,36546
459A,Pashmak and Garden,implementation,1200,30117
457F,An easy problem about trees,"dp, games, greedy, trees",3200,100
457E ,Flow Optimality,"constructive algorithms, flows, math",3000,76
457D,Bingo!,"combinatorics, math, probabilities",2700,254
457C,Elections,brute force,2100,837
457B,Distributed Join,greedy,1900,1115
457A,Golden System,"math, meet-in-the-middle",1700,1192
456B,Fedya and Maths,"math, number theory",1200,15409
456A,Laptops,sortings,1100,42678
455E ,Function,data structures,2900,626
455D,Serega and Fun,data structures,2700,2656
455C,Civilization,"dfs and similar, dp, dsu, ternary search, trees",2100,4970
455B,A Lot of Games,"dfs and similar, dp, games, implementation, strings, trees",1900,5500
455A,Boredom,dp,1500,51547
454B,Little Pony and Sort by Shift,implementation,1200,17307
454A,Little Pony and Crystal Mine,implementation,800,13991
453E ,Little Pony and Lord Tirek,data structures,3100,616
453D,Little Pony and Elements of Harmony,"dp, matrices",3000,451
453C,Little Pony and Summer Sun Celebration,"constructive algorithms, dfs and similar, graphs",2200,1549
453B,Little Pony and Harmony Chest,"bitmasks, brute force, dp",2000,4400
453A,Little Pony and Expected Maximum,probabilities,1600,9588
452F,Permutation,"data structures, divide and conquer, hashing",2700,1261
452E ,Three strings,"data structures, dsu, string suffix structures, strings",2400,976
452D,"Washer, Dryer, Folder","greedy, implementation",1900,1459
452C,Magic Trick,"combinatorics, math, probabilities",2100,1339
452B,4-point polyline,"brute force, constructive algorithms, geometry, trees",1800,1961
452A,Eevee,"brute force, implementation, strings",1000,7640
451E ,Devu and Flowers,"bitmasks, combinatorics, number theory",2300,3053
451D,Count Good Substrings,math,2000,4558
451C,Predict Outcome of the Game,"brute force, implementation, math",1700,3266
451B,Sort the Array,"implementation, sortings",1300,40729
451A,Game With Sticks,implementation,900,59572
450B,Jzzhu and Sequences,"implementation, math",1300,24370
450A,Jzzhu and Children,implementation,1000,30386
449E ,Jzzhu and Squares,"dp, math, number theory",2900,275
449D,Jzzhu and Numbers,"bitmasks, combinatorics, dp",2400,3739
449C,Jzzhu and Apples,"constructive algorithms, number theory",2500,2146
449B,Jzzhu and Cities,"graphs, greedy, shortest paths",2000,7480
449A,Jzzhu and Chocolate,"greedy, math",1700,3833
448E ,Divisors,"brute force, dfs and similar, implementation, number theory",2200,1428
448D,Multiplication Table,"binary search, brute force",1800,12676
448C,Painting Fence,"divide and conquer, dp, greedy",1900,7549
448B,Suffix Structures,"implementation, strings",1400,15179
448A,Rewards,implementation,800,23379
447B,DZY Loves Strings,"greedy, implementation",1000,19357
447A,DZY Loves Hash,implementation,800,8996
446E ,DZY Loves Bridges,"math, matrices",3100,113
446D,DZY Loves Games,"math, matrices, probabilities",2800,358
446C,DZY Loves Fibonacci Numbers,"data structures, math, number theory",2400,3029
446B,DZY Loves Modification,"brute force, data structures, greedy",2000,3477
446A,DZY Loves Sequences,"dp, implementation, two pointers",1600,12011
445B,DZY Loves Chemistry,"dfs and similar, dsu, greedy",1400,11661
445A,DZY Loves Chessboard,"dfs and similar, implementation",1200,26800
444E ,DZY Loves Planting,"binary search, dsu, trees",2700,713
444D,DZY Loves Strings,"binary search, hashing, strings, two pointers",2500,716
444C,DZY Loves Colors,data structures,2400,2675
444B,DZY Loves FFT,probabilities,2300,985
444A,DZY Loves Physics,"greedy, math",1600,3240
443B,Kolya and Tandem Repeat,"brute force, implementation, strings",1500,3919
443A,Anton and Letters,"constructive algorithms, implementation",800,78571
442E ,Gena and Second Distance,geometry,3100,165
442D,Adam and Tree,"data structures, trees",2600,918
442C,Artem and Array,"data structures, greedy",2500,1576
442B,Andrey and Problem,"greedy, math, probabilities",1800,4795
442A,Borya and Hanabi,"bitmasks, brute force, implementation",1700,2075
441E ,Valera and Number,"bitmasks, dp, math, probabilities",2400,648
441D,Valera and Swaps,"constructive algorithms, dsu, graphs, implementation, math, string suffix structures",2100,1035
441C,Valera and Tubes,"constructive algorithms, dfs and similar, implementation",1500,10650
441B,Valera and Fruits,"greedy, implementation",1400,6804
441A,Valera and Antique Items,implementation,1000,17768
440D,Berland Federalization,"dp, trees",2200,577
440C,One-Based Arithmetic,"brute force, dfs and similar, divide and conquer",1800,871
440B,Balancer,"greedy, implementation",1600,1893
440A,Forgotten Episode,implementation,800,6474
439E ,Devu and Birthday Celebration,"combinatorics, dp, math",2100,1445
439D,Devu and his Brother,"binary search, sortings, ternary search, two pointers",1700,5536
439C,Devu and Partitioning of the Array,"brute force, constructive algorithms, implementation, number theory",1700,3753
439B,"Devu, the Dumb Guy","implementation, sortings",1200,13652
439A,"Devu, the Singer and Churu, the Joker","greedy, implementation",900,24169
438E ,The Child and Binary Tree,"combinatorics, divide and conquer, fft, number theory",3100,1674
438D,The Child and Sequence,"data structures, math",2300,7284
437E ,The Child and Polygon,"dp, geometry",2500,658
437D,The Child and Zoo,"dsu, sortings",1900,3077
437C,The Child and Toy,"graphs, greedy, sortings",1400,13228
437B,The Child and Set,"bitmasks, greedy, implementation, sortings",1500,8924
437A,The Child and Homework,implementation,1300,8734
436F,Banners,"brute force, data structures, dp",3000,324
436E ,Cardboard Box,"data structures, greedy",2600,1150
436D,Pudding Monsters,dp,2800,304
436C,Dungeons and Candies,"dsu, graphs, greedy, trees",1800,2544
436B,Om Nom and Spiders,"implementation, math",1400,3026
436A,Feed with Candy,greedy,1500,3337
435E ,Special Graph,,2500,220
435D,Special Grid,"brute force, dp, greedy",2000,736
435C,Cardiogram,implementation,1600,2499
435B,Pasha Maximizes,greedy,1400,6620
435A,Queue on Bus Stop,implementation,1000,9600
434E ,Furukawa Nagisa's Tree,"binary search, divide and conquer, sortings, trees",3000,246
434D,Nanami's Power Plant,flows,2900,383
433E ,Tachibana Kanade's Tofu,dp,2500,462
433D,Nanami's Digital Board,"dsu, implementation",2000,1028
433C,Ryouko's Memory Note,"implementation, math, sortings",1800,2376
433B,Kuriyama Mirai's Stones,"dp, implementation, sortings",1200,33564
433A,Kitahara Haruki's Gift,"brute force, implementation",1100,15074
432E ,Square Tiling,"constructive algorithms, greedy",2300,645
432D,Prefixes and Suffixes,"dp, string suffix structures, strings, two pointers",2000,7650
432C,Prime Swaps,"greedy, sortings",1800,2406
432B,Football Kit,"brute force, greedy, implementation",1200,11263
432A,Choosing Teams,"greedy, implementation, sortings",800,53555
431E ,Chemistry Experiment,"binary search, data structures, ternary search",2200,842
431D,Random Task,"binary search, bitmasks, combinatorics, dp, math",2100,2071
431C,k-Tree,"dp, implementation, trees",1600,23363
431B,Shower Line,"brute force, implementation",1200,10200
431A,Black Square,implementation,800,48032
430B,Balls Game,"brute force, two pointers",1400,3559
430A,Points and Segments (easy),"constructive algorithms, sortings",1600,2177
429E ,Points and Segments,graphs,3000,813
429D,Tricky Function,"data structures, divide and conquer, geometry",2200,2425
429C,Guess the Tree,"bitmasks, constructive algorithms, dp, greedy, trees",2300,887
429B,Working out,dp,1600,8109
429A,Xor-tree,"dfs and similar, trees",1300,9550
427E ,Police Patrol,"greedy, implementation, math, ternary search",2000,1374
427D,Match & Catch,"dp, string suffix structures, strings",2200,2021
427C,Checkposts,"dfs and similar, graphs, two pointers",1700,12245
427B,Prison Transfer,"data structures, implementation",1100,13266
427A,Police Recruits,implementation,800,67193
426B,Sereja and Mirroring,implementation,1300,3723
426A,Sereja and Mugs,implementation,800,8554
425E ,Sereja and Sets,dp,2500,513
425D,Sereja and Squares,"binary search, data structures, hashing",2300,1360
425C,Sereja and Two Sequences,"data structures, dp",2300,876
425B,Sereja and Table,"bitmasks, greedy",2200,1267
425A,Sereja and Swaps,"brute force, sortings",1500,3762
424E ,Colored Jenga,"dfs and similar, dp, probabilities",2500,121
424D,Biathlon Track,"binary search, brute force, constructive algorithms, data structures, dp",2300,543
424C,Magic Formulas,math,1600,5052
424B,Megacity,"binary search, greedy, implementation, sortings",1200,7118
424A,Squats,implementation,900,7973
421D,Bug in Code,"binary search, data structures, sortings",1900,483
421A,Pasha and Hamsters,"constructive algorithms, implementation",800,5562
420E ,Playing the ball,geometry,2600,210
420D,Cup Trick,data structures,2200,736
420C,Bug in Code,"data structures, graphs, implementation, two pointers",1900,1177
420B,Online Meeting,implementation,1800,1001
420A,Start Up,implementation,1000,5677
418E ,Tricky Password,data structures,3100,275
418D,Big Problems for Organizers,"data structures, graphs, trees",2800,454
